Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,3,1,2,1,2,Manager,23804,0
24,Self Enquiry,1,33,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,2,Executive,21582,0
36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,2,1,1,Manager,23103,0
26,Self Enquiry,3,35,Salaried,Male,3,5,Deluxe,3,Divorced,4,0,4,0,1,Manager,27317,0
29,Self Enquiry,1,6,Salaried,Female,2,4,Basic,5,Divorced,2,1,2,0,0,Executive,17319,1
38,Self Enquiry,3,23,Small Business,Male,4,5,Deluxe,3,Married,6,0,5,1,1,Manager,25012,0
31,Company Invited,3,26,Salaried,Male,3,1,Basic,3,Divorced,1,0,5,1,1,Executive,17791,0
31,Self Enquiry,1,31,Salaried,Male,4,4,Basic,3,Married,3,0,3,1,3,Executive,21371,0
43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,1,Executive,21271,0
43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,0,Manager,20679,0
26,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,5,Married,3,0,3,1,2,Manager,22934,0
35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,0,1,Manager,28225,0
36,Company Invited,1,8,Small Business,Male,4,4,Basic,4,Married,3,1,3,1,1,Executive,22927,1
29,Self Enquiry,1,14,Salaried,Male,4,4,Basic,5,Unmarried,5,1,3,0,3,Executive,25352,1
47,Self Enquiry,3,16,Small Business,Male,4,5,Standard,3,Unmarried,3,0,5,0,2,Senior Manager,28297,1
37,Self Enquiry,3,12,Small Business,Male,3,3,Deluxe,3,Married,5,0,3,1,0,Manager,21502,0
48,Self Enquiry,3,9,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21972,0
41,Self Enquiry,3,6,Small Business,Male,2,2,Standard,5,Divorced,2,0,3,1,1,Senior Manager,23392,0
33,Self Enquiry,1,12,Salaried,Female,4,5,Deluxe,4,Married,5,0,3,1,1,Manager,24556,0
35,Self Enquiry,1,10,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,1,Executive,16951,0
25,Self Enquiry,3,19,Small Business,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17096,0
29,Self Enquiry,3,8,Small Business,Male,3,4,Deluxe,4,Divorced,3,0,4,0,1,Manager,21644,0
30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Divorced,3,1,3,0,1,Manager,23734,0
32,Self Enquiry,3,14,Large Business,Male,4,3,Deluxe,3,Divorced,6,0,2,1,1,Manager,25607,0
28,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Married,3,0,3,0,1,Executive,22494,0
40,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,3,Divorced,6,1,4,1,2,Manager,23916,1
33,Self Enquiry,3,7,Small Business,Male,4,5,Basic,4,Married,2,0,1,0,3,Executive,20947,0
28,Self Enquiry,1,11,Salaried,Female,4,4,Basic,3,Single,3,0,1,0,1,Executive,20996,0
30,Company Invited,3,28,Salaried,Female,3,3,Standard,5,Married,1,0,1,1,1,Senior Manager,23412,0
48,Company Invited,3,34,Salaried,Female,4,2,Deluxe,3,Unmarried,6,1,4,0,2,Manager,25075,1
26,Self Enquiry,3,10,Small Business,Male,2,4,Deluxe,3,Single,2,1,2,1,1,Manager,20828,1
32,Self Enquiry,1,11,Salaried,Female,2,1,Basic,3,Married,4,0,5,1,1,Executive,18312,0
45,Self Enquiry,1,10,Salaried,Male,3,4,Basic,5,Divorced,6,0,5,1,2,Executive,21040,1
36,Self Enquiry,1,16,Salaried,Female,4,5,Standard,3,Married,3,1,4,1,3,Senior Manager,29363,0
56,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Divorced,3,0,5,1,1,Executive,17066,0
22,Company Invited,3,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,3,Executive,20852,1
40,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,2,0,3,1,1,Executive,20910,0
53,Self Enquiry,1,8,Small Business,Male,2,1,Super Deluxe,4,Single,5,0,1,1,0,AVP,31598,0
31,Self Enquiry,1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830,0
44,Self Enquiry,3,16,Small Business,Female,3,6,Deluxe,3,Unmarried,2,0,1,0,1,Manager,24024,1
26,Self Enquiry,1,29,Salaried,Female,2,3,Basic,3,Married,2,0,3,0,0,Executive,17886,0
47,Company Invited,3,33,Salaried,Male,4,5,Deluxe,4,Unmarried,2,0,4,1,3,Manager,26669,0
30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,1,1,4,1,0,Executive,17285,1
41,Self Enquiry,1,23,Salaried,Female,3,4,Standard,3,Unmarried,8,1,4,1,1,Senior Manager,26623,0
42,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Married,4,0,1,0,1,Executive,20916,0
42,Self Enquiry,1,15,Small Business,Female,4,4,Basic,5,Married,3,1,3,0,3,Executive,22781,1
53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Divorced,2,0,3,1,1,Executive,22936,0
30,Self Enquiry,3,16,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,2,1,0,Manager,21578,0
38,Self Enquiry,3,8,Salaried,Female,2,3,Deluxe,5,Married,4,0,4,0,1,Manager,21893,0
48,Self Enquiry,3,9,Salaried,Female,4,5,Basic,3,Unmarried,3,1,2,1,1,Executive,21972,0
46,Self Enquiry,1,8,Large Business,Male,2,3,Deluxe,3,Married,3,0,2,1,0,Manager,22379,0
28,Company Invited,3,10,Small Business,Female,4,3,Deluxe,3,Married,3,1,2,1,3,Manager,23325,0
36,Self Enquiry,1,15,Small Business,Male,2,4,Deluxe,4,Married,3,1,4,0,1,Manager,23847,0
25,Self Enquiry,3,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,4,1,1,Manager,23677,0
22,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,3,0,5,1,2,Executive,21357,1
41,Self Enquiry,3,7,Small Business,Male,3,6,Deluxe,3,Married,4,1,3,1,1,Manager,26135,0
29,Self Enquiry,3,20,Small Business,Female,3,4,Deluxe,3,Unmarried,5,1,5,1,2,Manager,28532,1
55,Self Enquiry,1,8,Small Business,Male,2,4,King,5,Married,1,0,5,0,1,VP,34038,0
46,Self Enquiry,1,8,Large Business,Male,2,3,Deluxe,3,Married,3,0,1,0,0,Manager,22379,0
34,Self Enquiry,1,8,Salaried,Male,2,4,Deluxe,5,Divorced,7,0,4,0,1,Manager,20957,0
26,Company Invited,1,9,Large Business,Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,18102,1
32,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21373,0
28,Company Invited,3,27,Salaried,Female,3,4,Deluxe,3,Single,3,0,2,1,2,Manager,28659,0
39,Company Invited,3,17,Large Business,Female,3,4,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24344,0
32,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Divorced,8,1,3,1,2,Executive,22400,1
34,Self Enquiry,3,15,Salaried,Female,3,3,Deluxe,3,Divorced,2,0,2,1,2,Manager,20714,0
41,Self Enquiry,2,25,Salaried,Male,3,2,Basic,5,Married,2,0,1,1,2,Executive,21065,1
26,Self Enquiry,3,16,Salaried,Male,4,5,Basic,5,Divorced,5,0,1,1,1,Executive,23078,1
31,Self Enquiry,3,11,Small Business,Female,4,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887,0
27,Self Enquiry,1,23,Small Business,Male,3,4,Basic,4,Married,4,1,2,1,2,Executive,21051,1
38,Self Enquiry,1,13,Small Business,Male,3,2,Deluxe,5,Married,6,1,3,1,2,Manager,24652,0
34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,2,Executive,17553,0
40,Company Invited,3,34,Salaried,Male,2,5,Standard,5,Married,4,0,5,1,0,Senior Manager,25932,0
58,Self Enquiry,1,29,Salaried,Male,2,3,Basic,3,Married,2,0,3,1,1,Executive,17372,0
38,Company Invited,3,7,Small Business,Male,3,6,Deluxe,3,Married,3,0,1,0,2,Manager,28203,0
28,Company Invited,1,6,Salaried,Female,2,5,Deluxe,3,Divorced,1,0,3,1,0,Manager,21674,0
37,Self Enquiry,1,13,Salaried,Female,3,2,Basic,3,Married,5,0,1,0,1,Executive,21716,0
36,Self Enquiry,1,23,Small Business,Male,3,3,Basic,4,Divorced,2,0,3,1,2,Executive,21104,0
33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,1,0,0,Manager,22104,0
33,Self Enquiry,3,22,Small Business,Female,3,3,Deluxe,5,Single,6,0,3,1,0,Manager,20324,1
37,Company Invited,3,17,Small Business,Male,3,4,Standard,3,Single,3,0,2,1,2,Senior Manager,28658,0
28,Company Invited,1,30,Large Business,Male,3,4,Standard,5,Unmarried,2,0,1,1,1,Senior Manager,23722,1
39,Company Invited,1,28,Small Business,Female,2,3,Standard,5,Unmarried,2,1,5,1,0,Senior Manager,25880,0
38,Self Enquiry,1,35,Small Business,Male,3,3,Deluxe,5,Married,1,1,3,1,2,Manager,21673,1
35,Self Enquiry,1,22,Small Business,Male,2,2,Basic,4,Divorced,1,0,3,1,1,Executive,17426,0
35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Divorced,4,1,3,1,1,Manager,23966,0
28,Company Invited,1,6,Small Business,Male,2,4,Basic,4,Married,2,0,4,0,0,Executive,17596,1
38,Company Invited,1,8,Salaried,Female,3,1,Deluxe,5,Single,7,1,1,0,0,Manager,20980,0
43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,2,0,1,Manager,23943,0
32,Company Invited,1,19,Salaried,Female,3,4,Basic,4,Divorced,2,0,5,0,0,Executive,17743,0
46,Self Enquiry,1,13,Salaried,Male,3,4,Standard,5,Divorced,6,1,3,0,1,Senior Manager,31923,0
21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604,1
32,Self Enquiry,1,11,Small Business,Female,4,2,Basic,3,Married,2,0,5,1,3,Executive,22656,0
34,Self Enquiry,1,21,Small Business,Female,4,4,Basic,4,Married,3,0,5,1,2,Executive,21434,0
48,Self Enquiry,3,21,Small Business,Male,3,4,Deluxe,5,Unmarried,4,0,1,1,2,Manager,23638,0
30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,2,0,1,Executive,20736,1
45,Company Invited,1,31,Small Business,Male,3,6,Basic,3,Unmarried,4,0,3,0,2,Executive,22386,0
46,Self Enquiry,1,8,Salaried,Male,2,3,Super Deluxe,3,Divorced,7,0,5,0,0,AVP,32861,0
31,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,2,0,2,1,1,Executive,21661,0
59,Self Enquiry,1,28,Small Business,Female,4,4,Deluxe,4,Married,6,0,3,1,2,Manager,28686,1
42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,2,0,2,Senior Manager,32269,0
55,Self Enquiry,1,14,Small Business,Female,2,3,Super Deluxe,3,Married,3,1,3,0,1,AVP,29756,0
36,Self Enquiry,1,18,Small Business,Female,2,4,Standard,3,Unmarried,1,0,2,1,0,Senior Manager,23858,0
28,Company Invited,3,7,Small Business,Male,4,4,Deluxe,4,Divorced,2,1,2,0,3,Manager,25027,0
36,Company Invited,1,7,Small Business,Male,4,4,Basic,5,Divorced,6,0,2,0,2,Executive,20872,0
45,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Divorced,3,1,3,1,1,Executive,21237,0
47,Self Enquiry,3,10,Large Business,Female,3,2,Super Deluxe,5,Married,4,0,3,1,1,AVP,31903,0
32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,2,0,1,Manager,22911,1
27,Company Invited,1,7,Salaried,Female,4,6,Basic,3,Married,5,0,4,1,3,Executive,23042,0
44,Company Invited,1,11,Salaried,Male,2,4,Basic,3,Single,4,0,1,0,1,Executive,18162,0
46,Self Enquiry,1,36,Small Business,Male,3,4,Basic,3,Unmarried,7,0,2,1,1,Executive,22130,0
35,Company Invited,1,10,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,26434,0
37,Self Enquiry,1,21,Salaried,Male,4,4,Deluxe,3,Married,2,1,5,1,1,Manager,25264,0
31,Company Invited,1,21,Small Business,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17610,1
30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,1,1,2,Executive,21478,1
30,Self Enquiry,1,30,Salaried,Male,3,2,Basic,3,Divorced,3,0,2,1,2,Executive,21378,0
44,Company Invited,1,29,Small Business,Male,3,3,Deluxe,4,Divorced,5,0,3,1,0,Manager,17042,0
51,Self Enquiry,3,10,Small Business,Male,3,5,Basic,3,Married,3,1,4,1,2,Executive,21361,1
29,Self Enquiry,1,14,Small Business,Male,3,4,Deluxe,3,Divorced,2,1,3,0,0,Manager,20056,0
53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Married,4,0,1,1,1,Manager,23619,1
39,Self Enquiry,1,22,Salaried,Male,4,5,Standard,3,Married,2,1,5,1,2,Senior Manager,30188,0
36,Self Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842,0
36,Self Enquiry,1,7,Large Business,Female,3,5,Standard,5,Married,3,1,1,1,0,Senior Manager,25252,0
36,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,0,Executive,17519,0
45,Company Invited,1,24,Salaried,Male,4,6,Basic,3,Single,4,0,4,1,1,Executive,20968,0
36,Self Enquiry,3,9,Salaried,Male,2,4,Standard,3,Divorced,2,1,2,1,0,Senior Manager,25325,1
37,Self Enquiry,3,9,Salaried,Female,3,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,23180,0
37,Self Enquiry,2,20,Salaried,Male,3,4,Basic,4,Divorced,6,0,3,1,1,Executive,20821,0
34,Company Invited,1,15,Salaried,Male,3,3,Deluxe,5,Married,5,0,3,0,1,Manager,20346,1
60,Company Invited,1,21,Salaried,Female,3,4,Standard,3,Single,2,1,5,1,1,Senior Manager,29190,1
31,Self Enquiry,1,15,Salaried,Female,4,2,Standard,5,Married,2,1,1,0,3,Senior Manager,30094,0
33,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,1,2,Executive,20071,1
24,Self Enquiry,1,11,Small Business,Male,3,3,Basic,5,Divorced,4,0,4,0,2,Executive,21497,0
44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,1,3,1,0,Executive,17559,0
50,Self Enquiry,3,15,Large Business,Male,3,5,Super Deluxe,4,Married,8,0,4,1,2,AVP,31798,0
26,Self Enquiry,3,14,Large Business,Male,2,4,Deluxe,5,Single,7,0,3,0,0,Manager,20326,1
43,Self Enquiry,1,20,Salaried,Male,3,3,Super Deluxe,5,Divorced,7,0,5,1,0,AVP,32159,0
39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Divorced,2,1,3,0,2,Manager,25351,1
45,Self Enquiry,1,6,Salaried,Male,3,2,King,3,Divorced,1,0,4,1,2,VP,34202,0
28,Self Enquiry,3,16,Small Business,Male,3,3,Basic,4,Married,2,0,5,0,2,Executive,16052,0
46,Self Enquiry,3,9,Large Business,Female,2,1,Super Deluxe,5,Married,3,0,3,1,0,AVP,28225,0
38,Self Enquiry,1,16,Small Business,Female,3,3,Deluxe,3,Divorced,4,0,3,1,2,Manager,24824,0
57,Company Invited,1,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,24984,0
27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,2,1,2,Manager,24506,1
39,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,4,0,1,1,2,Executive,23449,0
41,Self Enquiry,3,17,Small Business,Male,4,5,Standard,4,Married,4,0,4,0,1,Senior Manager,28383,0
43,Self Enquiry,3,22,Small Business,Female,3,3,Super Deluxe,3,Married,6,1,3,0,0,AVP,31064,0
46,Self Enquiry,1,6,Small Business,Male,3,3,Standard,5,Married,1,0,1,0,2,Senior Manager,24396,0
22,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,0,1,0,1,Executive,17451,0
59,Company Invited,3,9,Small Business,Male,3,4,Super Deluxe,4,Married,6,0,4,1,1,AVP,21383,0
54,Company Invited,1,6,Salaried,Female,2,3,Standard,3,Married,1,0,5,1,1,Senior Manager,25502,0
56,Self Enquiry,1,13,Salaried,Male,2,5,Standard,3,Unmarried,5,0,2,0,0,Senior Manager,22260,0
44,Company Invited,1,16,Small Business,Male,4,4,Deluxe,3,Married,5,1,3,1,1,Manager,24357,0
32,Self Enquiry,2,9,Salaried,Male,4,5,Deluxe,5,Divorced,5,0,3,0,2,Manager,25088,0
40,Self Enquiry,1,13,Small Business,Male,3,5,Standard,5,Married,6,0,4,1,1,Senior Manager,28669,0
43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,1,0,0,Manager,20346,1
36,Self Enquiry,1,32,Salaried,Male,3,5,Deluxe,3,Unmarried,6,0,2,0,2,Manager,22359,0
45,Self Enquiry,1,11,Small Business,Female,2,5,Deluxe,5,Single,2,1,3,1,0,Manager,20769,0
46,Company Invited,1,11,Salaried,Male,3,4,Deluxe,4,Divorced,3,0,4,1,2,Manager,23125,0
48,Company Invited,1,23,Small Business,Male,4,2,Deluxe,3,Married,3,1,1,1,1,Manager,23745,0
38,Self Enquiry,1,20,Small Business,Male,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22963,0
39,Self Enquiry,3,9,Small Business,Female,4,6,Deluxe,3,Married,4,1,3,0,1,Manager,24083,0
43,Company Invited,1,12,Salaried,Male,4,4,Basic,3,Divorced,6,0,3,1,1,Executive,20771,0
35,Self Enquiry,3,7,Large Business,Male,4,5,Standard,3,Divorced,3,1,1,1,2,Senior Manager,25761,0
24,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Married,1,0,3,0,1,Executive,18162,0
27,Self Enquiry,1,13,Salaried,Female,3,5,Basic,4,Married,3,0,3,1,2,Executive,21046,0
26,Company Invited,1,8,Salaried,Male,2,3,Basic,5,Married,7,1,5,0,0,Executive,17042,1
34,Self Enquiry,1,11,Small Business,Female,3,5,Basic,4,Divorced,8,0,4,0,1,Executive,21300,0
32,Self Enquiry,2,25,Salaried,Male,3,2,Basic,5,Married,2,0,1,1,1,Executive,21634,1
30,Self Enquiry,1,13,Small Business,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141,0
29,Self Enquiry,1,16,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,1,Executive,17404,1
55,Self Enquiry,1,24,Large Business,Female,3,4,Standard,3,Divorced,2,0,5,1,1,Senior Manager,29417,0
29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,0,2,Executive,22163,1
37,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Divorced,2,0,5,1,2,Executive,21888,0
41,Company Invited,1,8,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,1,0,0,Manager,21811,0
45,Self Enquiry,1,15,Salaried,Male,4,2,Basic,3,Divorced,4,1,3,1,3,Executive,21496,0
26,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,3,Divorced,2,0,3,1,2,Manager,23576,0
48,Company Invited,1,21,Large Business,Male,4,4,Deluxe,4,Married,2,0,3,0,3,Manager,24145,0
39,Self Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,2,0,2,1,2,Senior Manager,29287,0
60,Self Enquiry,3,13,Small Business,Male,2,1,Deluxe,3,Married,1,1,5,0,0,Manager,20220,0
50,Self Enquiry,1,10,Salaried,Male,3,3,King,4,Married,4,0,5,0,1,VP,34144,0
38,Company Invited,3,8,Salaried,Male,2,4,Deluxe,3,Married,4,0,5,1,1,Manager,20249,0
26,Self Enquiry,3,15,Salaried,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,23585,0
36,Self Enquiry,1,7,Small Business,Female,3,5,Deluxe,3,Divorced,2,0,1,1,2,Manager,24041,0
40,Company Invited,3,11,Salaried,Male,2,4,Standard,5,Married,6,1,5,0,0,Senior Manager,25475,0
28,Self Enquiry,1,13,Small Business,Female,4,5,Basic,3,Married,2,0,1,0,2,Executive,20865,0
35,Self Enquiry,1,15,Small Business,Female,4,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,24820,0
31,Self Enquiry,1,9,Salaried,Female,3,6,Deluxe,3,Unmarried,4,0,1,1,1,Manager,24769,0
31,Self Enquiry,2,24,Salaried,Male,2,1,Basic,5,Married,1,0,1,1,0,Executive,17956,1
41,Company Invited,1,16,Salaried,Male,3,4,Super Deluxe,5,Married,5,0,1,1,0,AVP,32181,0
36,Company Invited,1,10,Salaried,Female,3,3,Deluxe,4,Married,1,0,3,1,1,Manager,20131,0
27,Company Invited,1,16,Salaried,Male,2,3,Standard,5,Married,2,0,3,1,0,Senior Manager,23793,0
21,Company Invited,3,16,Small Business,Female,3,4,Basic,3,Single,3,1,4,0,1,Executive,21001,1
38,Self Enquiry,3,7,Salaried,Male,3,5,Standard,3,Divorced,7,0,2,1,2,Senior Manager,29287,1
60,Self Enquiry,1,6,Small Business,Male,3,5,Standard,3,Married,4,0,5,0,0,Senior Manager,25883,0
30,Self Enquiry,2,13,Small Business,Male,3,5,Basic,4,Married,3,0,3,1,2,Executive,21482,0
25,Self Enquiry,3,14,Salaried,Female,2,3,Deluxe,3,Married,1,1,1,1,1,Manager,19907,0
32,Company Invited,3,11,Salaried,Male,2,3,Deluxe,4,Married,2,0,3,1,1,Manager,21524,0
34,Company Invited,1,23,Large Business,Male,2,4,Basic,3,Married,1,1,5,1,1,Executive,23500,1
37,Self Enquiry,1,13,Small Business,Male,3,4,Deluxe,4,Married,8,0,4,1,2,Manager,23619,0
30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Divorced,5,0,3,0,1,Executive,17097,0
51,Company Invited,3,19,Small Business,Female,4,4,Standard,3,Unmarried,6,0,5,0,1,Senior Manager,27886,0
26,Self Enquiry,3,10,Salaried,Male,4,4,Deluxe,5,Divorced,3,1,4,1,1,Manager,22872,0
39,Self Enquiry,1,16,Small Business,Male,3,3,Super Deluxe,5,Married,2,1,3,1,2,AVP,32068,0
34,Self Enquiry,1,15,Salaried,Male,4,4,Deluxe,3,Unmarried,4,1,3,0,3,Manager,25066,0
20,Self Enquiry,1,16,Small Business,Male,2,3,Basic,3,Single,2,1,5,0,0,Executive,16009,1
42,Company Invited,1,14,Salaried,Male,3,3,King,3,Married,2,0,5,1,1,VP,33430,0
23,Self Enquiry,1,22,Small Business,Female,3,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21549,0
38,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Married,3,0,1,1,1,Senior Manager,28112,0
26,Company Invited,1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,1,1,Manager,21397,0
40,Company Invited,1,6,Salaried,Male,3,4,Super Deluxe,4,Married,2,0,1,1,1,AVP,28503,0
27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,1,3,Executive,21018,1
28,Company Invited,1,15,Salaried,Male,3,6,Basic,3,Married,3,0,1,1,2,Executive,23299,0
42,Self Enquiry,1,9,Salaried,Female,3,1,Deluxe,3,Divorced,3,1,5,0,0,Manager,20231,0
32,Self Enquiry,1,31,Small Business,Female,4,5,Deluxe,5,Unmarried,3,0,5,0,3,Manager,25490,0
43,Self Enquiry,3,21,Small Business,Female,4,5,Deluxe,3,Unmarried,2,0,3,1,1,Manager,24922,0
37,Self Enquiry,3,9,Salaried,Male,4,4,Basic,3,Unmarried,5,1,3,0,1,Executive,21322,0
32,Company Invited,1,10,Salaried,Female,3,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22762,1
46,Company Invited,1,30,Salaried,Male,3,4,Deluxe,5,Married,3,1,1,1,1,Manager,22311,0
32,Company Invited,1,21,Small Business,Female,2,3,Deluxe,3,Married,6,0,3,0,1,Manager,21667,0
36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,1,3,Manager,23771,0
55,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,5,Divorced,4,0,4,1,2,Manager,24618,0
30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,17033,1
30,Self Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,1,1,Executive,17657,1
34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,2,1,1,Senior Manager,32136,0
25,Self Enquiry,1,13,Small Business,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,17889,0
30,Self Enquiry,3,17,Small Business,Female,3,5,Deluxe,4,Married,3,1,5,0,2,Manager,26946,0
28,Self Enquiry,1,15,Small Business,Male,3,3,Basic,3,Married,2,0,1,1,0,Executive,17070,0
34,Self Enquiry,1,32,Small Business,Male,3,5,Basic,4,Single,6,1,4,1,1,Executive,20991,1
43,Self Enquiry,1,25,Salaried,Male,3,4,Deluxe,5,Married,8,1,1,0,1,Manager,24088,0
33,Self Enquiry,3,11,Small Business,Male,3,6,Standard,3,Married,3,0,1,1,1,Senior Manager,29078,1
35,Self Enquiry,1,15,Small Business,Female,4,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,24820,0
35,Company Invited,1,9,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,4,1,3,Manager,22711,0
57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,21755,0
53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Married,2,0,3,1,1,Executive,22936,0
35,Company Invited,1,24,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,24362,0
36,Self Enquiry,3,22,Small Business,Female,3,4,Deluxe,5,Divorced,5,0,5,1,0,Manager,20647,0
42,Self Enquiry,1,30,Small Business,Male,2,3,Standard,5,Married,2,1,1,1,0,Senior Manager,22406,0
46,Company Invited,1,24,Small Business,Female,2,3,Standard,3,Divorced,6,0,3,1,0,Senior Manager,25527,0
33,Self Enquiry,1,21,Small Business,Male,2,3,Standard,3,Divorced,1,1,5,0,0,Senior Manager,28610,1
40,Self Enquiry,3,6,Small Business,Male,2,5,Deluxe,3,Married,3,1,3,1,0,Manager,22457,0
39,Self Enquiry,3,21,Salaried,Male,4,4,Deluxe,4,Married,2,0,5,1,3,Manager,28602,0
28,Self Enquiry,3,9,Small Business,Female,3,2,Deluxe,3,Unmarried,2,0,1,0,2,Manager,25178,0
35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,2,Manager,24752,1
26,Self Enquiry,3,35,Salaried,Male,3,5,Deluxe,3,Married,4,0,4,1,2,Manager,27317,0
51,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17723,0
32,Self Enquiry,1,30,Small Business,Male,4,5,Deluxe,3,Divorced,2,0,3,1,2,Manager,24260,0
34,Company Invited,3,7,Salaried,Female,3,2,Deluxe,5,Married,4,0,3,0,2,Manager,24054,0
